2018-2019 Award Year Direct Loan Volume by School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Award Year Cumulative Activity through Quarter ending (6/30/2019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Source: Common Origination and Disbursement (COD) System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data as of Oct 1, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,DL SUBSIDIZED,,,,,DL UNSUBSIDIZED - UNDERGRADUATE,,,,,DL UNSUBSIDIZED - GRADUATE,,,,,DL PARENT PLUS,,,,,DL GRAD PLUS,,,,
03002100,KENTUCKY MOUNTAIN BIBLE COLLEGE,KY,413399433,Private-Nonprofit,31,31,"$103,963.00",54,"$103,963.00",22,23,"$50,073.00",40,"$50,073.00",-,-, -,-, -,4,5,"$26,023.00",9,"$26,023.00",-,-, -,-, -
03005100,ARKANSAS BEAUTY SCHOOL- LITTLE ROCK,AR,722095116,Proprietary,80,82,"$198,824.00",144,"$193,674.00",113,116,"$451,309.00",210,"$422,457.00",-,-, -,-, -,4,4,"$27,577.00",10,"$27,577.00",-,-, -,-, -
03005400,GEORGIA CAREER INSTITUTE,GA,300945912,Proprietary,369,409,"$1,030,850.00",735,"$945,450.00",395,435,"$1,702,102.00",777,"$1,554,723.00",-,-, -,-, -,19,24,"$120,062.00",47,"$115,746.00",-,-, -,-, -
03005700,DETROIT BUSINESS INSTITUTE - DOWNRIVER,MI,481936761,Proprietary,54,54,"$128,469.00",105,"$126,353.00",68,132,"$259,518.00",258,"$253,190.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
03006300,IBMC COLLEGE,CO,805253044,Proprietary,638,848,"$2,016,321.00","1,878","$1,978,960.00",669,858,"$2,591,025.00","1,981","$2,539,709.00",-,-, -,-, -,62,81,"$417,455.00",186,"$411,519.00",-,-, -,-, -
03007000,FRONTIER NURSING UNIVERSITY,KY,417490000,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,"2,128","2,670","$43,209,850.00","6,353","$40,052,356.00",-,-, -,-, -,122,143,"$2,068,096.00",337,"$1,923,455.00"
03007100,HOT SPRINGS BEAUTY COLLEGE,AR,719015432,Proprietary,28,29,"$83,916.00",50,"$78,666.00",30,37,"$111,783.00",65,"$104,783.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
03007300,OREGON COLLEGE OF ART & CRAFT,OR,972256399,Private-Nonprofit,73,73,"$314,831.00",144,"$314,831.00",60,60,"$243,545.00",112,"$243,545.00",17,17,"$322,330.00",29,"$322,330.00",15,15,"$260,493.00",27,"$260,493.00",9,9,"$181,930.00",18,"$181,930.00"
03008600,CORTIVA INSTITUTE,FL,330641342,Proprietary,373,383,"$853,537.00",681,"$762,104.00",400,424,"$1,559,412.00",775,"$1,400,830.00",-,-, -,-, -,16,16,"$159,026.00",33,"$140,828.00",-,-, -,-, -
03008800,FRANKLIN ACADEMY,TN,373123939,Private-Nonprofit,74,81,"$226,138.00",137,"$204,848.00",74,83,"$293,284.00",140,"$259,784.00",-,-, -,-, -,9,10,"$84,172.00",17,"$72,072.00",-,-, -,-, -
03009400,NUVANI INSTITUTE,TX,782122840,Proprietary,21,22,"$59,489.00",36,"$50,584.00",12,12,"$19,030.00",19,"$14,804.00",-,-, -,-, -,1,1,"$2,943.00",1,"$1,472.00",-,-, -,-, -
03010400,CRESCENT CITY SCHOOL OF GAMING & BARTENDING,LA,701195507,Proprietary,210,210,"$553,983.00",387,"$505,470.00",254,254,"$1,195,815.00",482,"$1,090,899.00",-,-, -,-, -,2,2,"$2,990.00",3,"$2,990.00",-,-, -,-, -
03010600,VIRGINIA COLLEGE,AL,352095154,Proprietary,"2,956","3,030","$7,002,634.00","4,294","$4,803,944.00","3,157","3,273","$11,984,755.00","4,398","$7,752,478.00",-,-, -,-, -,251,257,"$1,438,355.00",364,"$963,413.00",-,-, -,-, -
03010700,PAUL MITCHELL THE SCHOOL ROANOKE,VA,240142255,Proprietary,87,101,"$297,752.00",169,"$273,752.00",94,108,"$419,426.00",182,"$382,759.00",-,-, -,-, -,5,5,"$38,547.00",8,"$38,547.00",-,-, -,-, -
03010800,FORTIS INSTITUTE,AL,352110000,Proprietary,609,856,"$1,901,487.00","1,780","$1,817,624.00",642,920,"$3,055,477.00","1,915","$2,905,714.00",-,-, -,-, -,66,100,"$436,751.00",207,"$422,748.00",-,-, -,-, -
03011300,"CALIFORNIA STATE UNIVERSITY, SAN MARCOS",CA,920960001,Public,"4,695","4,935","$19,708,637.00","8,711","$19,708,637.00","4,015","4,292","$17,463,139.00","7,548","$17,463,139.00",505,596,"$7,839,666.00",988,"$7,839,666.00",331,358,"$4,384,069.00",672,"$4,384,069.00",217,315,"$2,256,283.00",526,"$2,256,283.00"
03011500,FORTIS INSTITUTE,PA,187042936,Proprietary,178,198,"$509,095.00",394,"$505,595.00",178,204,"$713,513.00",404,"$707,902.00",-,-, -,-, -,27,27,"$134,923.00",48,"$134,923.00",-,-, -,-, -
03011600,FORTIS INSTITUTE,PA,185092903,Proprietary,274,339,"$1,082,230.00",814,"$1,029,382.00",289,375,"$1,649,604.00",896,"$1,568,382.00",-,-, -,-, -,32,35,"$160,603.00",80,"$150,851.00",-,-, -,-, -
03011800,UCAS UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,TX,782149903,Proprietary,62,65,"$171,693.00",102,"$141,837.00",60,65,"$187,342.00",101,"$153,642.00",-,-, -,-, -,5,5,"$12,042.00",8,"$9,728.00",-,-, -,-, -
03012300,ASM BEAUTY WORLD ACADEMY,FL,330241954,Proprietary,30,30,"$70,497.00",59,"$68,747.00",14,14,"$26,214.00",28,"$25,503.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
03012700,UNIVERSITY OF BUCKINGHAM,,MK18 1EG,Foreign-Private,2,2,"$7,000.00",8,"$7,000.00",2,2,"$8,000.00",8,"$8,000.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
03014900,PLATT COLLEGE,CO,800143141,Proprietary,215,286,"$1,079,692.00",698,"$977,202.00",221,279,"$1,534,266.00",693,"$1,375,550.00",-,-, -,-, -,5,5,"$55,145.00",10,"$36,317.00",-,-, -,-, -
03015100,ALLIANCE CAREER CENTER,OH,446012899,Public,57,71,"$192,058.00",131,"$192,058.00",60,80,"$316,064.00",148,"$316,064.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
03015300,EHOVE CAREER CENTER,OH,448469500,Public,121,121,"$336,036.00",189,"$270,586.00",137,137,"$572,675.00",215,"$455,983.00",-,-, -,-, -,2,2,"$11,452.00",4,"$11,452.00",-,-, -,-, -
03016000,UNIVERSITY OF PUERTO RICO CAROLINA REGIONAL COLLEGE,PR,009850000,Public,232,232,"$989,912.00",534,"$875,279.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
03017800,TRAVEL INSTITUTE OF THE PACIFIC,HI,968141946,Proprietary,8,8,"$28,000.00",14,"$24,500.00",9,9,"$53,500.00",16,"$49,500.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
03018500,BENE'S CAREER ACADEMY,FL,346521636,Proprietary,278,289,"$656,826.00",502,"$588,931.00",298,317,"$1,165,430.00",554,"$1,040,026.00",-,-, -,-, -,32,33,"$285,713.00",61,"$269,270.00",-,-, -,-, -
03019800,PCI HEALTH TRAINING CENTER,TX,752474720,Proprietary,376,377,"$1,160,207.00",669,"$1,090,791.00",382,414,"$1,595,646.00",741,"$1,495,072.00",-,-, -,-, -,28,28,"$107,678.00",52,"$106,077.00",-,-, -,-, -
03019900,CAPSTONE COLLEGE,CA,911034201,Proprietary,38,38,"$127,750.00",61,"$106,750.00",40,40,"$213,158.00",69,"$180,611.00",-,-, -,-, -,3,3,"$12,058.00",5,"$12,058.00",-,-, -,-, -
03021500,NUVANI INSTITUTE,TX,788524859,Proprietary,52,53,"$162,676.00",87,"$133,309.00",39,40,"$87,119.00",67,"$66,578.00",-,-, -,-, -,1,1,"$2,799.00",1,"$1,400.00",-,-, -,-, -
03021900,EDIC COLLEGE,PR,007250000,Proprietary,513,635,"$1,939,877.00","1,086","$1,714,242.00",270,342,"$1,119,679.00",572,"$972,503.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
03023400,ARKANSAS COLLEGE OF BARBERING & HAIR DESIGN,AR,721145615,Proprietary,86,92,"$240,221.00",145,"$223,574.00",84,90,"$366,907.00",154,"$341,333.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
03023500,CAMELOT COLLEGE,LA,708057539,Proprietary,58,58,"$175,708.00",82,"$136,958.00",56,56,"$325,010.00",77,"$240,840.00",-,-, -,-, -,4,4,"$37,110.00",8,"$37,110.00",-,-, -,-, -
03023700,MADISON ADULT CAREER CENTER,OH,449052718,Public,29,29,"$75,051.00",54,"$70,676.00",31,31,"$139,612.00",58,"$132,078.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
03024900,TENNESSEE ACADEMY OF COSMETOLOGY,TN,381253442,Proprietary,4,4,"$12,250.00",4,"$6,126.00",4,4,"$16,334.00",4,"$8,168.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
03025500,MECH TECH COLLEGE,PR,007256118,Proprietary,497,617,"$1,210,420.00","1,142","$1,199,741.00",185,251,"$481,341.00",423,"$477,254.00",-,-, -,-, -,19,24,"$69,742.00",42,"$69,023.00",-,-, -,-, -
03025600,DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE,CA,955250816,Private-Nonprofit,4,4,"$14,000.00",8,"$14,000.00",4,4,"$24,000.00",8,"$24,000.00",11,11,"$223,192.00",33,"$223,192.00",-,-, -,-, -,5,5,"$56,203.00",15,"$56,203.00"
03025800,DAWN CAREER INSTITUTE,DE,197025436,Proprietary,219,229,"$684,581.00",468,"$640,312.00",248,306,"$1,303,766.00",627,"$1,228,936.00",-,-, -,-, -,32,33,"$200,008.00",77,"$189,749.00",-,-, -,-, -
03026500,REMINGTON COLLEGE,TX,750419935,Private-Nonprofit,"5,124","6,131","$16,388,271.00","10,066","$15,041,851.00","5,229","6,444","$26,596,215.00","10,671","$24,402,167.00",-,-, -,-, -,429,518,"$2,372,685.00",895,"$2,137,120.00",-,-, -,-, -
03027200,BLADES SCHOOL OF HAIR DESIGN,MD,206190226,Proprietary,59,66,"$197,676.00",119,"$182,431.00",59,70,"$244,931.00",127,"$222,769.00",-,-, -,-, -,2,2,"$17,531.00",4,"$17,531.00",-,-, -,-, -
03027300,BLALOCK'S PROFESSIONAL BEAUTY COLLEGE,LA,711085745,Proprietary,13,16,"$45,842.00",29,"$41,984.00",19,22,"$111,478.00",41,"$104,978.00",-,-, -,-, -,1,2,"$12,844.00",4,"$12,844.00",-,-, -,-, -
03027400,AVALON SCHOOL OF COSMETOLOGY,CO,800141193,Proprietary,70,78,"$201,826.00",136,"$197,160.00",74,83,"$253,145.00",148,"$247,778.00",-,-, -,-, -,2,2,"$9,452.00",3,"$9,452.00",-,-, -,-, -
03027700,PACIFIC COLLEGE OF ORIENTAL MEDICINE,CA,921084408,Proprietary,239,286,"$869,272.00",451,"$848,480.00",237,284,"$1,307,561.00",449,"$1,286,190.00",759,"1,000","$16,175,583.00","1,777","$16,051,504.00",4,4,"$38,261.00",9,"$38,261.00",233,278,"$4,509,983.00",494,"$4,467,685.00"
03028200,TRINITY COLLEGE OF FLORIDA,FL,346554401,Private-Nonprofit,148,148,"$497,480.00",268,"$495,730.00",144,145,"$559,325.00",264,"$556,325.00",-,-, -,-, -,21,21,"$193,677.00",39,"$193,677.00",-,-, -,-, -
03029400,UNIVERSITY OF KEELE,,ST5 5BG,Foreign-Public,3,3,"$11,500.00",6,"$11,500.00",3,3,"$6,000.00",6,"$6,000.00",7,7,"$117,238.00",14,"$117,238.00",3,3,"$54,434.00",6,"$54,434.00",4,4,"$70,236.00",8,"$70,236.00"
03029500,UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE,,NE1 8ST,Foreign-Public,4,4,"$17,000.00",8,"$17,000.00",6,6,"$27,000.00",12,"$27,000.00",31,31,"$610,700.00",90,"$610,700.00",3,3,"$68,500.00",6,"$68,500.00",22,22,"$338,730.00",61,"$338,730.00"
03030600,CORTIVA INSTITUTE,UT,841111606,Proprietary,384,402,"$922,196.00",790,"$883,571.00",410,436,"$1,535,416.00",861,"$1,455,505.00",-,-, -,-, -,28,32,"$200,917.00",71,"$191,513.00",-,-, -,-, -
03030900,DIESEL DRIVING ACADEMY,LA,708158109,Proprietary,159,168,"$340,406.00",294,"$333,410.00",183,191,"$673,859.00",333,"$655,527.00",-,-, -,-, -,6,7,"$24,101.00",12,"$24,101.00",-,-, -,-, -
03032300,SCHOOL OF AUTOMOTIVE MACHINISTS & TECHNOLOGY,TX,770551803,Proprietary,65,71,"$243,399.00",133,"$233,566.00",85,113,"$404,996.00",215,"$389,746.00",-,-, -,-, -,31,33,"$349,449.00",65,"$339,983.00",-,-, -,-, -
03032400,KC'S SCHOOL OF HAIR DESIGN,MS,388630000,Proprietary,32,37,"$109,716.00",70,"$109,716.00",22,26,"$72,380.00",50,"$67,630.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
03032500,ALABAMA STATE COLLEGE OF BARBER STYLING,AL,350714615,Proprietary,10,11,"$30,100.00",20,"$28,350.00",9,10,"$35,924.00",17,"$33,617.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
03033300,MANCHESTER METROPOLITAN UNIVERSITY,,M15 6BH,Foreign-Public,12,12,"$57,000.00",36,"$57,000.00",14,14,"$56,000.00",42,"$56,000.00",13,13,"$227,664.00",35,"$227,664.00",7,7,"$161,500.00",21,"$161,500.00",8,8,"$107,499.00",21,"$107,499.00"
03033800,CAPE BRETON UNIVERSITY,,B1P 6S9,Foreign-Public,4,4,"$19,250.00",8,"$19,250.00",4,4,"$12,000.00",8,"$12,000.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
03034400,CONSERVATORY OF RECORDING ARTS & SCIENCES,AZ,852821707,Proprietary,393,505,"$1,307,172.00",952,"$1,279,357.00",436,572,"$1,730,346.00","1,084","$1,697,904.00",-,-, -,-, -,133,174,"$1,672,963.00",318,"$1,521,798.00",-,-, -,-, -
03034500,OWENSBORO COMMUNITY & TECHNICAL COLLEGE,KY,423031899,Public,539,636,"$1,513,438.00","1,098","$1,513,438.00",477,610,"$1,458,709.00","1,053","$1,458,709.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
03035200,TINT SCHOOL OF MAKEUP & COSMETOLOGY,TX,750514804,Proprietary,155,162,"$338,602.00",266,"$319,991.00",183,190,"$492,093.00",364,"$463,093.00",-,-, -,-, -,2,2,"$6,396.00",3,"$6,396.00",-,-, -,-, -
03035300,SOUTHERN CAREERS INSTITUTE,TX,787047667,Proprietary,"3,635","3,867","$10,340,416.00","6,317","$9,280,668.00","3,719","4,379","$17,189,624.00","7,281","$15,283,388.00",-,-, -,-, -,221,242,"$1,109,671.00",425,"$1,009,840.00",-,-, -,-, -
03035700,LAS POSITAS COLLEGE,CA,945516750,Public,27,27,"$101,848.00",51,"$101,848.00",26,26,"$93,630.00",48,"$93,630.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
03035900,NATIONAL AVIATION ACADEMY,FL,337603931,Proprietary,665,957,"$3,301,336.00","1,826","$3,239,287.00",657,968,"$3,843,208.00","1,845","$3,750,686.00",-,-, -,-, -,159,244,"$1,660,488.00",469,"$1,610,655.00",-,-, -,-, -
03037500,HODGES UNIVERSITY,FL,341197932,Private-Nonprofit,667,882,"$2,790,795.00","1,359","$2,425,054.00",702,953,"$3,316,511.00","1,526","$2,828,473.00",140,198,"$2,369,642.00",301,"$1,985,281.00",13,17,"$93,153.00",27,"$80,119.00",3,4,"$59,490.00",5,"$39,273.00"
03039900,FREMONT COLLEGE,CA,907035342,Proprietary,178,242,"$790,331.00",539,"$742,073.00",180,246,"$1,128,346.00",541,"$1,063,636.00",26,45,"$559,620.00",100,"$521,060.00",9,13,"$99,986.00",28,"$91,299.00",-,-, -,-, -
03042500,CARRINGTON COLLEGE,OR,972321302,Proprietary,463,518,"$1,454,393.00","2,007","$1,353,272.00",508,565,"$2,140,989.00","2,225","$1,960,508.00",-,-, -,-, -,43,45,"$273,969.00",174,"$244,510.00",-,-, -,-, -
03043100,THOMAS MORE COLLEGE OF LIBERAL ARTS,NH,030544818,Private-Nonprofit,52,52,"$231,940.00",96,"$231,940.00",51,51,"$161,215.00",98,"$161,215.00",-,-, -,-, -,5,5,"$53,505.00",8,"$53,505.00",-,-, -,-, -
03043200,BRIGHTWOOD COLLEGE,NV,891028618,Proprietary,264,264,"$615,210.00",387,"$426,824.00",271,279,"$985,248.00",386,"$657,528.00",-,-, -,-, -,26,27,"$162,474.00",43,"$116,779.00",-,-, -,-, -
03043900,NEWSCHOOL OF ARCHITECTURE AND DESIGN,CA,921016634,Proprietary,208,233,"$935,801.00",584,"$925,885.00",198,241,"$937,894.00",604,"$921,978.00",96,123,"$2,032,390.00",279,"$1,965,590.00",30,39,"$628,615.00",82,"$612,774.00",48,78,"$1,321,968.00",163,"$1,257,505.00"
03045000,UNIVERSITY OF EAST LONDON,,E16 2RD,Foreign-Public,76,76,"$307,750.00",149,"$307,750.00",77,77,"$206,178.00",151,"$206,178.00",47,47,"$874,007.00",89,"$874,007.00",51,53,"$1,327,800.00",101,"$1,327,800.00",32,32,"$650,270.00",65,"$650,270.00"
03050100,STUDIO ARTS COLLEGE INTERNATIONAL,,50123,Foreign-Private,-,-, -,-, -,-,-, -,-, -,14,14,"$274,290.00",29,"$274,290.00",-,-, -,-, -,13,13,"$320,487.00",27,"$320,487.00"
03051400,AUBURN CAREER CENTER,OH,440779723,Public,61,67,"$154,977.00",125,"$151,477.00",66,73,"$264,101.00",144,"$260,101.00",-,-, -,-, -,1,1,"$12,000.00",2,"$12,000.00",-,-, -,-, -
03051900,ADLER GRADUATE SCHOOL,MN,553434638,Private-Nonprofit,-,-, -,-, -,1,1,"$5,000.00",3,"$5,000.00",271,290,"$4,154,295.00",800,"$3,826,799.00",-,-, -,-, -,21,22,"$369,647.00",63,"$344,003.00"
03052000,MEREDITH MANOR INTERNATIONAL EQUESTRIAN CENTRE,WV,261849707,Proprietary,35,44,"$165,391.00",74,"$135,891.00",39,53,"$266,631.00",89,"$217,881.00",-,-, -,-, -,10,11,"$167,986.00",19,"$154,204.00",-,-, -,-, -
03052300,KENNETH SHULER SCHOOL OF COSMETOLOGY & HAIR DESIGN,SC,298412013,Proprietary,274,290,"$772,135.00",510,"$720,374.00",274,286,"$1,052,074.00",528,"$965,896.00",-,-, -,-, -,54,56,"$406,306.00",98,"$390,385.00",-,-, -,-, -
03054100,ROYALE COLLEGE OF BEAUTY AND BARBERING,CA,925902525,Proprietary,34,38,"$104,213.00",73,"$102,463.00",33,38,"$131,684.00",73,"$130,234.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
03061100,GENESIS CAREER COLLEGE,TN,370872718,Proprietary,106,109,"$351,610.00",233,"$306,188.00",111,116,"$532,423.00",254,"$459,873.00",-,-, -,-, -,8,8,"$50,168.00",20,"$49,000.00",-,-, -,-, -
03061200,MIDWEST COLLEGE OF ORIENTAL MEDICINE,WI,534039747,Proprietary,23,29,"$135,055.00",59,"$102,061.00",28,34,"$201,608.00",69,"$154,408.00",69,91,"$1,598,374.00",185,"$1,144,789.00",-,-, -,-, -,23,35,"$803,698.00",70,"$547,004.00"
03061800,STAR COLLEGE OF COSMETOLOGY,TX,757028214,Proprietary,35,35,"$61,486.00",56,"$54,908.00",21,21,"$59,353.00",35,"$53,324.00",-,-, -,-, -,3,3,"$9,233.00",6,"$9,233.00",-,-, -,-, -
03062700,PLATT COLLEGE,CA,918039998,Proprietary,"2,024","3,395","$9,849,443.00","7,256","$9,217,957.00","1,973","2,918","$9,751,654.00","6,797","$9,060,284.00",-,-, -,-, -,258,327,"$1,764,780.00",830,"$1,664,004.00",-,-, -,-, -
03063300,NORTHWEST ARKANSAS COMMUNITY COLLEGE,AR,727125190,Public,"1,001","1,132","$2,655,593.00","3,192","$2,650,343.00",836,973,"$2,693,736.00","2,808","$2,691,736.00",-,-, -,-, -,19,20,"$116,810.00",58,"$116,810.00",-,-, -,-, -
03063400,MODERN TECHNOLOGY SCHOOL,CA,927081336,Proprietary,115,151,"$474,207.00",287,"$448,888.00",102,134,"$602,524.00",256,"$575,481.00",-,-, -,-, -,12,14,"$111,217.00",25,"$103,320.00",-,-, -,-, -
03064600,TEXAS SOUTHMOST COLLEGE,TX,785204993,Public,721,767,"$2,203,996.00","1,374","$2,203,996.00",287,330,"$1,095,073.00",606,"$1,095,073.00",-,-, -,-, -,3,3,"$9,167.00",5,"$9,167.00",-,-, -,-, -
03065000,PAUL MITCHELL THE SCHOOL RICHLAND,WA,993529700,Proprietary,205,233,"$706,740.00",432,"$673,490.00",217,243,"$928,320.00",451,"$886,153.00",-,-, -,-, -,15,15,"$99,545.00",28,"$97,104.00",-,-, -,-, -
03065300,PAUL MITCHELL THE SCHOOL BRADLEY,IL,609149307,Proprietary,157,170,"$492,148.00",303,"$465,312.00",180,195,"$729,080.00",351,"$686,598.00",-,-, -,-, -,39,42,"$385,707.00",78,"$359,027.00",-,-, -,-, -
03066300,BRYAN UNIVERSITY,MO,658044921,Proprietary,279,446,"$1,193,148.00","1,061","$1,165,529.00",275,423,"$1,306,667.00","1,018","$1,275,422.00",6,9,"$46,728.00",22,"$46,728.00",6,8,"$33,095.00",23,"$33,095.00",-,-, -,-, -
03066900,INTELLITEC COLLEGE,CO,815063994,Proprietary,815,937,"$2,383,622.00","1,776","$2,339,871.00",725,807,"$3,020,608.00","1,656","$2,943,832.00",-,-, -,-, -,85,89,"$395,361.00",168,"$388,755.00",-,-, -,-, -
03067200,UNIVERSITY OF SYDNEY,,2006,Foreign-Public,19,19,"$72,074.00",35,"$72,074.00",20,20,"$52,900.00",37,"$52,900.00",149,149,"$2,915,683.00",277,"$2,915,683.00",10,10,"$282,430.00",18,"$282,430.00",139,140,"$5,706,181.00",302,"$5,706,181.00"
03067500,INSTITUTE OF TECHNOLOGY,CA,936123217,Proprietary,"1,139","1,358","$3,891,937.00","2,443","$3,666,376.00","1,125","1,406","$5,762,884.00","2,555","$5,379,260.00",-,-, -,-, -,93,108,"$687,784.00",191,"$646,875.00",-,-, -,-, -
03067600,RAPHAEL'S SCHOOL OF BEAUTY CULTURE,OH,445122222,Proprietary,79,91,"$240,314.00",153,"$220,680.00",78,84,"$206,301.00",142,"$183,715.00",-,-, -,-, -,1,1,"$11,488.00",1,"$5,744.00",-,-, -,-, -
03068200,OHIO MEDIA SCHOOL,OH,441256273,Proprietary,396,399,"$1,258,829.00",727,"$1,215,085.00",505,513,"$2,846,160.00",964,"$2,774,654.00",-,-, -,-, -,37,37,"$337,161.00",75,"$326,102.00",-,-, -,-, -
03068600,SPECIAL SCHOOL DISTRICT OF ST. LOUIS COUNTY,MO,631271324,Public,140,174,"$483,936.00",331,"$483,061.00",149,189,"$872,472.00",371,"$871,972.00",-,-, -,-, -,3,3,"$36,450.00",6,"$36,450.00",-,-, -,-, -
03069100,ALLEN COLLEGE,IA,507031916,Private-Nonprofit,198,253,"$1,112,273.00",412,"$1,013,282.00",218,272,"$1,124,300.00",440,"$1,028,796.00",187,271,"$4,146,992.00",440,"$3,702,746.00",25,33,"$429,699.00",52,"$373,708.00",26,46,"$649,616.00",81,"$622,419.00"
03070900,SOUTHEAST MISSOURI HOSPITAL COLLEGE OF NURSING AND HEALTH SCIENCES,MO,637034507,Private-Nonprofit,108,121,"$422,523.00",206,"$385,295.00",112,125,"$616,591.00",214,"$566,807.00",-,-, -,-, -,10,11,"$148,817.00",19,"$139,148.00",-,-, -,-, -
03071600,COLLEGE OF BUSINESS & TECHNOLOGY,FL,331442028,Proprietary,630,684,"$1,816,788.00","2,026","$1,816,788.00",597,644,"$2,292,882.00","1,921","$2,292,882.00",-,-, -,-, -,69,72,"$257,255.00",224,"$257,255.00",-,-, -,-, -
03071900,MOUNT CARMEL COLLEGE OF NURSING,OH,432221598,Private-Nonprofit,478,512,"$2,263,823.00",963,"$2,194,450.00",511,555,"$2,324,080.00","1,038","$2,256,977.00",69,101,"$1,544,388.00",193,"$1,269,174.00",90,97,"$1,710,142.00",172,"$1,598,615.00",-,-, -,-, -
03072200,CHANDLER - GILBERT COMMUNITY COLLEGE,AZ,852252499,Public,"1,219","1,321","$3,566,985.00","2,338","$3,547,823.00",502,559,"$1,592,728.00","1,006","$1,573,392.00",-,-, -,-, -,18,22,"$300,737.00",43,"$300,737.00",-,-, -,-, -
03072600,DCI CAREER INSTITUTE,PA,150612307,Proprietary,27,28,"$92,032.00",49,"$81,013.00",30,34,"$150,830.00",60,"$132,830.00",-,-, -,-, -,6,7,"$29,914.00",14,"$29,914.00",-,-, -,-, -
03073800,UNIVERSITY OF DEBRECEN,,H-4032,Foreign-Public,1,1,$750.00,2,$750.00,1,1,"$1,000.00",2,"$1,000.00",2,2,"$41,000.00",4,"$41,000.00",1,1,"$11,950.00",4,"$11,950.00",2,2,"$13,856.00",5,"$13,856.00"
03074500,EAST WEST COLLEGE OF THE HEALING ARTS,OR,972015446,Proprietary,219,245,"$582,575.00",501,"$560,378.00",249,303,"$1,079,323.00",619,"$1,038,879.00",-,-, -,-, -,5,5,"$42,851.00",13,"$42,851.00",-,-, -,-, -
03075200,TWIN CITY BEAUTY COLLEGE,MI,490853305,Proprietary,130,133,"$389,054.00",237,"$349,304.00",125,128,"$474,136.00",233,"$413,869.00",-,-, -,-, -,33,33,"$249,866.00",62,"$230,663.00",-,-, -,-, -
03076100,SOUTHWESTERN COLLEGE,NM,875070000,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,152,152,"$2,798,696.00",497,"$2,798,696.00",-,-, -,-, -,58,60,"$857,604.00",189,"$857,604.00"
03076300,BEULAH HEIGHTS UNIVERSITY,GA,303161873,Private-Nonprofit,172,172,"$637,615.00",376,"$556,925.00",187,187,"$1,115,659.00",408,"$969,232.00",88,89,"$1,564,236.00",185,"$1,409,947.00",1,1,"$10,000.00",2,"$10,000.00",8,8,"$158,299.00",18,"$140,930.00"
03077200,PAUL MITCHELL THE SCHOOL MISSOURI COLUMBIA,MO,652026520,Proprietary,90,106,"$328,023.00",194,"$318,023.00",106,121,"$460,338.00",223,"$434,088.00",-,-, -,-, -,6,6,"$29,578.00",11,"$29,578.00",-,-, -,-, -
03078000,MIAMI MEDIA SCHOOL,FL,331303042,Proprietary,229,233,"$717,354.00",409,"$676,648.00",273,285,"$1,597,978.00",511,"$1,505,393.00",-,-, -,-, -,10,10,"$82,263.00",20,"$82,263.00",-,-, -,-, -
03078400,CAMEO BEAUTY ACADEMY,IL,604533196,Proprietary,55,58,"$162,745.00",89,"$135,503.00",48,50,"$203,594.00",81,"$159,465.00",-,-, -,-, -,2,2,"$16,712.00",4,"$16,712.00",-,-, -,-, -
03078700,UNIVERSITA COMMERCIALE LUIGI BOCCONI,,20136,Foreign-Private,3,3,"$14,500.00",6,"$14,500.00",5,5,"$27,000.00",10,"$27,000.00",19,19,"$371,856.00",37,"$371,856.00",2,2,"$37,940.00",4,"$37,940.00",14,14,"$342,610.00",30,"$342,610.00"
03079000,ETI TECHNICAL COLLEGE OF NILES,OH,444464398,Proprietary,126,217,"$358,872.00",435,"$358,872.00",134,225,"$612,629.00",458,"$612,629.00",-,-, -,-, -,5,5,"$29,700.00",10,"$23,867.00",-,-, -,-, -
